"","Name","State","District","tehsil","village","shape_length","shape_area","longtitude","latitude","electricity","treated_water","electronics","phone","transport"
"1427","Bhagian (180)",3,35,203,28688,0.0436614510309,8.09764499672e-05,75.3197235009189,31.822810973237,97.7,42.3,32.2666666666667,86.2,58.5
"1428","Nangal Buttar (185)",3,35,203,28689,0.0689080350764,0.000137972675988,75.3078349975001,31.8176945087461,94.6,50.7,32.7333333333333,93.2,60.6
"1429","Chahgill (186)",3,35,203,28690,0.0379377192839,4.20828574033e-05,75.3044962176724,31.8233329254554,97.7,0,30.3,79.6,65.9
"1430","Wadala Granthian (190)",3,35,203,28691,0.141937428562,0.00048010504872,75.2817023530001,31.8238781438846,93.5,44.2,36.3333333333333,73.9,48.3
"1431","Behlowal (189)",3,35,203,28692,0.0523327748375,0.000139865448277,75.278388058427,31.8343863947433,98.8,54.3,36.0333333333333,94.2,59.6
"1432","Mamrai (225)",3,35,203,28693,0.0430067073738,8.1208506537e-05,75.2736886820001,31.8440292341534,96.8,49.6,34.6666666666667,89.6,60.8
"1433","Sherpur (188) ",3,35,203,28694,0.0629961919317,8.59347008878e-05,75.2828587220001,31.8477963373886,92,53.4,34.1,91,72.8
"1434","Harsian (226)",3,35,203,28695,0.0529029396101,0.000142144809061,75.2754731112195,31.8541233564367,93.4,45.4,31.3,76.3,56.6
"1436","malikpur (224)",3,35,203,28697,0.111205619058,0.000274078211906,75.2644239073395,31.8328245841694,96.1,43.4,32.6,84,57.4
"1437","Kalian (200)",3,35,203,28698,0.0574431764578,0.000105033044287,75.2542895497537,31.833024181291,100,37.2,33.9666666666667,71.8,59.4
"1438","Longowal (201)",3,35,203,28699,0.0507001854307,0.00011834920956,75.2479022154327,31.8294991599143,99.1,46.5,34.0666666666667,82.2,58
"1439","Dhupsari (203)",3,35,203,28700,0.050228733675,0.000107678869602,75.2371904645005,31.8219260186408,100,46.4,33.0666666666667,82.7,59.5
"1440","Nawan Pind Mahmawala (202)",3,35,203,28701,0.0442555775388,9.35916689415e-05,75.2354899220101,31.82834429147,88.3,96.1,29.8666666666667,71.4,50.7
"1441","Dewaniwal (199)",3,35,203,28702,0.118642386987,0.000287953337962,75.2560924230025,31.8180824005539,99.4,39.3,31.7,87.9,58.8
"1442","Pind Purana (198)",3,35,203,28703,0.0729389590607,0.000220402457039,75.2645435042758,31.8071890897688,97.7,42.3,39.8666666666667,86,53.9
"1443","Masanian (197)",3,35,203,28704,0.125869625736,0.00057063075121,75.2645741405001,31.7893244904444,98.1,42.5,39.1333333333333,82,57.6
"1444","Shahbad (204)",3,35,203,28705,0.0681305738914,0.000192562843084,75.2419372304388,31.8084452925285,89.9,34.4,34.2333333333333,75.4,48.8
"1445","Sangatpura (205)",3,35,203,28706,0.0456574256972,0.000103752001456,75.2388644178205,31.8007797744947,100,59.4,42.2666666666667,93.8,80.6
"1446","Bhadur Hussain (206)",3,35,203,28707,0.0829042632252,0.000287992621519,75.2485006344726,31.7868500504933,98,31.5,35.1666666666667,80,54.2
"1447","Partapgarh (210)",3,35,203,28708,0.0459560906916,0.00010060260077,75.2342174735714,31.7855177081536,97.2,45.1,33.8,66.7,47.3
"1449","Chahal Kalan (133)",3,35,203,28710,0.125161190283,0.000570099948742,75.2229905724816,31.7635082245523,95.8,48.4,41.9666666666667,86.7,65.4
"1450","Missarpura (129)",3,35,203,28711,0.0807107997143,0.0002464078463,75.2183260306426,31.7858621345491,97.9,30.4,40.1,88,72.6
"1451","Chhapianwali (130)",3,35,203,28712,0.0429716997173,7.98310393437e-05,75.2104047682342,31.778914180055,100,32.7,35.7666666666667,98.2,89.1
"1452","Chuhewal (128)",3,35,203,28713,0.0709808686685,0.000149356498834,75.2027149405857,31.779955967603,94.6,36.1,31.1,82.9,50.9
"1453","Phulke (131)",3,35,203,28714,0.0921507351724,0.000159275641999,75.2089678400001,31.7636657284239,88.9,21.7,32.2,79.7,52.2
"1454","Rangilpur (127)",3,35,203,28715,0.0398362569567,8.7210556059e-05,75.1994427253655,31.7691959711264,98.1,18.1,31.6333333333333,78.7,48.4
"1455","Basarpura (126)",3,35,203,28716,0.0796384658641,0.000242188657276,75.1883567811831,31.7767829639359,94.2,24.2,32.4,62.5,48.9
"1456","Nathwal (124)",3,35,203,28717,0.069917883651,0.000179560524284,75.1826044540671,31.7659700799357,89.3,40,30.7,91.1,57.2
"1457","Talwandi Bakhta (122)",3,35,203,28718,0.0878186948824,0.000270264199825,75.1843530352833,31.7514550133282,98.4,24.6,47.3666666666667,92.1,72.2
"1458","Purian Kalan (123)",3,35,203,28719,0.0909231899297,0.000315966447455,75.1680354762717,31.7556907727455,95.7,39.6,44.5333333333333,86.2,55.6
"1459","Ball (290)",3,35,203,28720,0.0819711887245,0.000331586871619,75.1548794397235,31.7627470441429,93.1,30,32.0333333333333,78.3,59.6
"1460","Chhit (293)",3,35,203,28721,0.0513242745507,0.000137787009933,75.1349043362339,31.7575353551356,88.3,21.3,27.9,75.1,46.7
"1461","Bajjuman (294)",3,35,203,28722,0.072556733254,0.00023475905441,75.1212131709652,31.7626326322613,97.9,29.7,31.8,88.1,46.9
"1462","Sheikhpur (295)",3,35,203,28723,0.112316657508,0.00041422695734,75.1233775225,31.7781383376753,100,44.7,32.1666666666667,92.8,53.9
"1463","Sarupwali (292)",3,35,203,28724,0.0849591122447,0.000271720848902,75.1384518854242,31.7695004677335,92.6,35.7,30.8,75.1,46.1
"1464","Ghasitpur (287)",3,35,203,28725,0.0509218415448,0.000121989295335,75.1358175341491,31.7838356611767,96.7,23.8,31.8,80.3,62.3
"1465","Kotla Sharaf (291)",3,35,203,28726,0.0656833137359,0.000175097305899,75.1496827579871,31.7783982412629,93.6,28.5,32.4333333333333,85.5,54.4
"1467","Hassanpur Khurd (125)",3,35,203,28728,0.0662704977526,0.000240170120192,75.1786492514174,31.7842539179992,94.2,27.3,33.3333333333333,73.4,50.8
"1468","Hardo Jhanda (288)",3,35,203,28729,0.0764374896974,0.000292752650246,75.1538095572471,31.7890706094025,95.7,21.8,33.5,74.1,44.8
"1469","Said Mubarak (297)",3,35,203,28731,0.0579588612724,0.000180617793917,75.1566331860764,31.8012770176558,97.7,35,30.7,58.2,45.7
"1470","Dhir (285)",3,35,203,28732,0.0759844494378,0.000218611808364,75.1622095957877,31.8152242876307,93.7,14.7,29.7333333333333,69.1,37.2
"1471","Suniyah (284)",3,35,203,28733,0.0516907131186,8.83551705057e-05,75.1690905945001,31.819876087093,93.9,17.1,31.5666666666667,70.3,22.2
"1472","Mulianwali (283)",3,35,203,28734,0.0854117767384,0.000250425308321,75.1566073200001,31.8273578564855,91.2,11.9,30.6666666666667,66.8,38
"1473","Tawandi Lal Singh (281)",3,35,203,28735,0.13333866229,0.000396736014465,75.1527638134606,31.8358175559035,97.1,21.7,30.9666666666667,72.5,32.3
"1474","Rikhia (280)",3,35,203,28736,0.042919174676,9.81919938672e-05,75.1552856499919,31.8454509033066,98.1,43.5,35.2666666666667,85.6,64.9
"1475","Dhaulpur (279)",3,35,203,28737,0.0745003081104,0.000197037149856,75.1711655820393,31.8419602272443,96.9,52.3,27.7333333333333,81.3,55.2
"1477","Shampur  (237)",3,35,203,28739,0.0375623998084,5.8092349356e-05,75.2040794786153,31.8528482907624,87.1,31.9,36.1666666666667,86.2,65.5
"1478","Qila Tek Singh (217)",3,35,203,28740,0.0533570998613,0.000154370231757,75.2281601706777,31.8350100056468,90.4,41.4,33.8666666666667,73.7,51
"1479","Kandial (218)",3,35,203,28741,0.0506554354943,0.00012042701208,75.231893475452,31.8456978410819,93.5,39.2,31.1666666666667,77.8,45
"1480","Sodhpur (219)",3,35,203,28742,0.0447855398946,6.99910093352e-05,75.2202711530001,31.8446001426166,94.7,63.2,38.6,89.5,52.7
"1481","Kala Nangal (235)",3,35,203,28743,0.0604220636275,0.000153283961819,75.2224157861749,31.855056645167,94.7,30.4,30.9333333333333,80.8,44
"1483","Surjit Singhwala (220)",3,35,203,28745,0.0347430918499,5.00903863567e-05,75.2341041930001,31.8538471493371,98.3,11.7,33.0666666666667,81.7,69.2
"1484","Bahadarpur (222)",3,35,203,28746,0.0916925589473,0.000209812511889,75.2436884884412,31.8561146434278,88.3,22.7,36.1666666666667,75.7,49.2
"1486","Malludawara (230)",3,35,203,28748,0.0568636396059,8.05518440676e-05,75.2511432598258,31.8671137988227,90.1,41.8,29.3,89,50.6
"1487","Dialgarh (227)",3,35,203,28749,0.108773227514,0.000433912926218,75.2602599693857,31.8535732980278,81.7,38.7,31.3,69.5,49.7
"1488","Udhowal (229)",3,35,203,28750,0.0700011149137,0.000168222863561,75.2617550019668,31.8692765144145,97.5,8.3,30.2666666666667,77.1,43.3
"1489","Kotli Phassi (232)",3,35,203,28752,0.0643624016265,0.000109840517419,75.2409405061702,31.873503882351,93.3,31.9,31.1,89.1,63
"1490","Kotla Sahya(233)",3,35,203,28753,0.0611879124236,0.000143667470297,75.2280272017362,31.8701100737578,89,12.2,28.3,76.7,40
"1491","Bhullar  (234)",3,35,203,28754,0.114261424836,0.00026983771153,75.2168648828789,31.8695108079987,83.9,50.7,29.7333333333333,60,45.8
"1492","Talwandi Jheuran (236)",3,35,203,28755,0.0600636008185,9.84234096161e-05,75.2072819640001,31.8592760800458,87,17.1,29.5333333333333,78.2,33.1
"1493","Winjwan (248)",3,35,203,28756,0.0767300292316,0.000179618321661,75.2037334022717,31.8705795564712,98.2,32.2,37.0333333333333,90.5,53.8
"1494","Jaura Singha (249)",3,35,203,28757,0.137377936767,0.000410543848397,75.2030532377424,31.8858807950228,86.6,30.1,24.8,63.7,44.4
"1495","Kot Karam Chand (251)",3,35,203,28758,0.051125909185,0.000134837516064,75.180584101616,31.8870313265987,100,54.8,30.9,91.1,64.6
"1497","Bhagowal  (256)",3,35,203,28760,0.123212945172,0.000727059963964,75.1660190111466,31.9000782215747,96.2,38.3,34.2,81.4,44.1
"1498","Qila Lal Singh (254)",3,35,203,28761,0.0535006204042,0.000107538931436,75.16944592879,31.8795457907516,94.4,7.2,35.7666666666667,78,40.8
"1501","Taragarh(245)",3,35,203,28764,0.0775511181109,0.000186589475694,75.1847936868833,31.8580354432875,97.2,41.5,32,65.1,37.4
"1504","Bijliwal (257)",3,35,203,28768,0.0604393813112,0.000214273628181,75.1426278982812,31.8770673027318,97.5,22.3,33.4666666666667,92.3,48.6
"1505","Mirzajan (258)",3,35,203,28769,0.129248652393,0.000505746860358,75.1277390887501,31.8882700681992,91.5,23.6,26.8333333333333,68.2,33.1
"1506","Kot Majlas (259)",3,35,203,28770,0.0723791354352,0.000189047449138,75.1152003607563,31.8691416758244,98.7,28.7,33.4333333333333,81.6,52.6
"1507","Kane Gil  (260)",3,35,203,28771,0.0316424154612,5.60209252058e-05,75.1214593946792,31.86558422866,97.1,60.1,36.1666666666667,97.2,65.7
"1508","Nawan Pind Barqiwala (261)",3,35,203,28772,0.0366549766003,7.00082439011e-05,75.1294225191968,31.8701425018655,98.8,31.8,33.7333333333333,67.1,51.7
"1509","Saidpur (263)",3,35,203,28773,0.0684458269073,0.000218496718406,75.1322592725645,31.8583912362037,95.7,28.6,31.6,76.9,48.3
"1510","Kot  Ahmad Khan (262)",3,35,203,28774,0.0562039153347,0.00011280598113,75.1400448586585,31.867042617889,90.2,19.5,34.9333333333333,90.2,48.7
"1513","Haruwal (244)",3,35,203,28777,0.0400528076029,7.13456736655e-05,75.1744906051549,31.8501061274474,92.1,39.6,29.7,66.3,43.6
"1514","Burj Araian (277)",3,35,203,28778,0.0565499656076,0.000118514287949,75.1608001744347,31.8551235457504,92.1,35.7,31.5,90.5,60.3
"1515","Dabanwala (275)",3,35,203,28779,0.0953511155426,0.000422472682698,75.1355458904407,31.8403074825734,92.3,29,28.6,76.3,50.7
"1516","Kastiwal (264)",3,35,203,28780,0.0754175450923,0.000347725291535,75.1172542451903,31.850897504726,96.2,46.8,34.2666666666667,78.7,55.3
"1517","Gujjarpura (265)",3,35,203,28781,0.107514050747,0.000364320691823,75.1003057304202,31.8541614994873,89.4,38.9,27.3333333333333,76.4,39.5
"1518","Kular (266)",3,35,203,28782,0.0698464352883,0.000184130838009,75.0931319388136,31.8702227976626,99.3,36.7,36.4333333333333,90.6,54
"1519","Dult (267)",3,35,203,28783,0.0557932521813,0.000158099565421,75.0797900038172,31.8591384643361,98.8,29.8,29.7666666666667,71.5,48.9
"1520","Doburji (268)",3,35,203,28784,0.0581097193676,0.000114556009384,75.0870668653571,31.8537221077793,97.1,3.8,31.0666666666667,92.3,58.7
"1522","Bishniwal (308)",3,35,203,28786,0.0500636939453,0.000107997245109,75.0935987718139,31.8363188323169,94.4,11.1,30.8666666666667,79.7,50.9
"1523","Talwandi Bha-rath (271)",3,35,203,28787,0.129181055386,0.000553867901111,75.0981459135,31.8240219812577,91.9,16.7,33.6666666666667,65.4,44.6
"1524","Aliwal  Araian (270)",3,35,203,28788,0.0578670835029,0.000207059994137,75.1163967656177,31.8360721028664,84.9,14.6,34.6,70.3,44.6
"1525","Bullowal (274)",3,35,203,28789,0.0635584366519,0.000163775298075,75.1271208965001,31.8254463761272,89.4,32.7,29.7666666666667,78.3,42.3
"1527","Shankarpura (282)",3,35,203,28791,0.0556894387581,0.000173692729599,75.1388368789907,31.815963095551,92,42.1,37.9666666666667,84.3,70
"1528","Dhadialanatt (296)",3,35,203,28792,0.143795351943,0.000673759947681,75.1374189363161,31.8019646932001,94.4,20.4,36.7666666666667,77.5,43.1
"1529","Ghoga (298)",3,35,203,28793,0.0741353591793,0.000224964664419,75.118846370431,31.8119883468953,90.2,35.9,27.3333333333333,79.3,53.3
"1530","Kotla  Baman (272)",3,35,203,28794,0.0374860452887,6.85415043243e-05,75.1075810840917,31.8181187728523,100,61,33.3666666666667,91.2,86.8
"1531","Marar (299)",3,35,203,28795,0.123357591309,0.000740372403619,75.1060530343244,31.7960522407665,80.7,15.6,28.3333333333333,64.2,38.9
"1532"," Raliali Khurd (300)",3,35,203,28796,0.0723715629885,0.000186908011893,75.0854927589098,31.8042552141026,98.5,39.3,28.8666666666667,71.4,45.4
"1533","Rali Ali Kalan (301)",3,35,203,28797,0.0870675422345,0.000273846744111,75.0880251817218,31.8133337813692,99.6,51.6,29.7,65.7,46.8
"1534","Bharathwal (302)",3,35,203,28798,0.058809669744,0.000181975452907,75.0711502875215,31.8230839701593,94.6,21.6,29,79.4,45.4
"1535","Sundal (303)",3,35,203,28799,0.0609562156044,9.64195354445e-05,75.0715085065001,31.8093240070234,99.1,10.3,25.4666666666667,79.2,36.8
"1536","Kaluwal  (304)",3,35,203,28800,0.039734218189,5.95979360623e-05,75.0576869345001,31.8113292171378,88.3,60,30.5666666666667,78.3,43.4
"1537","Sarchur (305)",3,35,203,28801,0.165053464571,0.000492699251316,75.0491070714911,31.8170371338014,81.3,42.2,29.3,72.9,62
"1538","Nasarke (306)",3,35,203,28802,0.0873464291941,0.000258984537984,75.0606161638991,31.8329819866236,98.6,60.8,37.1333333333333,82.1,60.8
"1539","Jangla (307)",3,35,203,28803,0.0800974422494,0.000292324050299,75.076342856494,31.8393208548333,89.7,23.1,30.4666666666667,73.4,36.9
"1540","Nanak Chak (309)",3,35,203,28804,0.0532569621689,9.35771414529e-05,75.0715850602501,31.8489136237297,100,54.4,36.2666666666667,86.8,57.4
"1541","Ghanieke Bangar (310)",3,35,203,28805,0.155854723039,0.00100924856023,75.0547256045598,31.8618412480627,95.9,36.3,30.8666666666667,79.7,48
"1542","Kotli Thablan (311)",3,35,203,28806,0.0620851203404,0.000105424744073,75.0492155450001,31.8384967754212,80.7,55,33.3666666666667,75.2,55.9
"1544","Kotli Dhadian (314)",3,35,203,28808,0.0624575346393,0.000131020350911,75.0409555753834,31.8290089085725,95.2,62.9,31.9333333333333,85.7,57.5
"1545","Parowal (315)",3,35,203,28809,0.0800888514603,0.000266048888491,75.0320235750001,31.8270456062792,95.6,31,31.6,79,48
"1546","Aliwal Jattan (312)",3,35,203,28810,0.0516156458467,0.000130130227772,75.0306437894282,31.845341326286,97.8,44.6,30.0666666666667,91.2,56.6
"1547","Mansandwal (319)",3,35,203,28811,0.102137023611,0.000399437039728,75.0207501580641,31.8503973259756,94.4,17.7,31.7,66.6,51.9
"1549","Bhalowali (317)",3,35,203,28813,0.0547255445053,0.000187011149503,74.9932551764654,31.8377791104995,100,2.6,29.8666666666667,73.1,54.4
"1550","Seikhwan (318)",3,35,203,28814,0.106153390554,0.000338953502871,75.2227610136267,31.7331546361026,100,0.6,27.4,74.1,46.6
"1553","Lodhi  Nangal (332)",3,35,203,28817,0.0522238168426,0.000156052070934,74.9889222357973,31.8779264948415,94.4,53.2,27.8,83.3,68.3
"1554","Thatha (333)",3,35,203,28818,0.0923451724509,0.000390304360154,74.9833766733112,31.8532006450478,98.9,38.5,36.3,84.5,72.9
"1555","Chataurgarh (334)",3,35,203,28819,0.119692184559,0.00036094476491,74.9709851908648,31.846262908397,87,35.8,28.2333333333333,61,47.5
"1556","Sham Sherpur (335)",3,35,203,28820,0.0884845244954,0.000130791826911,74.9762529786269,31.8744518748102,92.8,17.4,30.6,62.3,31.9
"1557","Dadu Jodh (337)",3,35,203,28821,0.0595973966267,0.000155294785298,74.9589981795983,31.8825947022881,97.2,67.6,34.5,85.8,80.7
"1558","Badowal Kalan  (338)",3,35,203,28822,0.121749152476,0.000425943037259,74.9486678660001,31.8831874936456,95.1,46.6,35.3,77.3,56.9
"1559","Badowal Khurd (339)",3,35,203,28823,0.086262449611,0.00026090179773,74.9296058459384,31.8810821339688,86.8,51.6,29.7333333333333,75.6,56.8
"1560","Gharkian (354)",3,35,203,28824,0.0891300827016,0.000181424189578,74.9500892150001,31.8955651253602,100,40.2,41.2333333333333,86.6,61.8
"1561","Dhanda (355)",3,35,203,28825,0.0444893275705,8.59519335608e-05,74.9655884722111,31.8889185412309,96.2,70.5,32.0666666666667,80,56.2
"1562","Lala Nangal  (357)",3,35,203,28826,0.0369488478701,4.66882837516e-05,74.9723133195586,31.8931710930937,96.2,50,34.6,92.4,70.5
"1563","Jhanjian Khurd (356)",3,35,203,28827,0.0396855780609,8.79660141491e-05,74.9820528508143,31.8892004877862,100,48.1,36.9666666666667,86.1,54.3
"1564","Manjian Wali (329)",3,35,203,28828,0.0831089641561,0.000309543255101,75.0005074949398,31.8821914168003,98.3,12.7,31.7666666666667,73,62.8
"1565","Muridke (330)",3,35,203,28829,0.075225415598,0.000215187469666,75.0166110916015,31.8735178404966,92.4,41.6,36.7666666666667,85.4,57.3
"1566","Kala  Afgana (321)",3,35,203,28830,0.146851579419,0.000850950957603,75.0461711842666,31.8850962955089,89.2,36.6,31.9,88,52.6
"1567","Chhichhrewal (326)",3,35,203,28831,0.0858210942681,0.000314021206044,75.0255169174969,31.8863659939285,97.8,53.1,30.5666666666667,78.7,55.3
"1568","Teja Khurd (327)",3,35,203,28832,0.0763900985866,0.000201853082878,75.0182973527508,31.8958848986686,94.1,58,29.4,78.1,64.7
"1569","Teja Kalan (328)",3,35,203,28833,0.057998027975,0.000142790480407,75.0051013333714,31.8938720123676,98.2,33,30.7666666666667,80.7,44.1
"1570","Veela Teja (359)",3,35,203,28834,0.181632069748,0.000967265826935,74.9958544301456,31.909267422188,95.8,39.3,32.8666666666667,81.2,60.6
"1571","Khusar Tahli (360)",3,35,203,28835,0.0650748148487,9.70252933771e-05,74.9751618745977,31.9139808033154,96.1,29.1,33.6333333333333,86.4,47.5
"1572","Jhanjian Kalan (358)",3,35,203,28836,0.056668463062,0.000129468189247,74.977315752547,31.8978655224535,97.1,36.9,30.4333333333333,90.3,56.3
"1574","Awan (352)",3,35,203,28838,0.0545548553453,0.00015176613772,74.9569808742467,31.9140087457912,96.9,30.2,29.5,88.6,61.5
"1575","Bhole Ke (364)",3,35,203,28839,0.068421890562,0.000259256176329,75.0115668561384,31.9247498825766,98.7,17.3,30.6,78.6,45.4
"1576","Rupowali (365)",3,35,203,28840,0.0784453094688,0.000228701981234,75.0133323145001,31.9369552767456,94.2,50,32.0666666666667,80.8,62.9
"1577","Malukwali (366)",3,35,203,28841,0.0487290458579,7.7641718652e-05,75.0147934662781,31.9465618947611,83.1,40,28.2,83.1,44.7
"1578","Khode Bangar (363)",3,35,203,28842,0.0420622534108,9.351066319e-05,75.0232336997137,31.9176734806654,90.1,33.9,30.3333333333333,84.3,43.8
"1579","Sheikhowali (362)",3,35,203,28844,0.0588203042544,0.00014403461365,75.0263489200754,31.9106135357479,95.7,32.7,26.8333333333333,95.7,52.2
"1580","Punwan (325)",3,35,203,28845,0.0635759319614,0.000161853778851,75.0383251121091,31.9116273049134,100,68.4,35.2,96.6,71.7
"1581","Malakwala (323)",3,35,203,28846,0.0756633813798,0.000259895574017,75.0447061428843,31.9029851101506,84.2,34.4,26.4333333333333,77,45.4
"1582","Kot Khajana (324)",3,35,203,28847,0.0422019613546,6.79177773264e-05,75.0497938762899,31.9128482016179,96.5,34.5,35.1666666666667,83,53
"1584","Dala  Chak (386)",3,35,203,28849,0.110210442284,0.000601538454445,75.0780326548364,31.8953233566971,90.9,39,29.2666666666667,62,36.4
"1585","Seera (387)",3,35,203,28850,0.0806755056644,0.000229273174125,75.0743079907241,31.8749585574797,94.7,36,32.9,82.9,60.6
"1586","Chatha (388)",3,35,203,28851,0.0742111057186,0.000215049621683,75.0855466605001,31.8798561399973,98.3,33.5,32.0333333333333,75,48.2
"1587","Akarpura (391)",3,35,203,28852,0.118131368315,0.000306514369421,75.1029048293538,31.8939113528239,97.3,34.5,27.9333333333333,78.8,41.1
"1589","Dhawan (390)",3,35,203,28854,0.0561292992105,0.000111312972569,75.1126164879918,31.8846359072554,90.5,29.6,26.0333333333333,74.5,48.5
"1591","Chandu Manj (393)",3,35,203,28856,0.0695901811212,0.000204900501195,75.1086539974076,31.9090754363882,93.4,31.1,26.2,72.9,44.9
"1593","Ugrewala (395)",3,35,203,28858,0.0497695567262,0.000120870192231,75.1358927102577,31.9095774889338,99.4,52.3,30.1,88,42
"1594","Sarwali (396)",3,35,203,28859,0.0754995870238,0.000311939487445,75.1416366167588,31.8932449333464,97.7,26.3,38.0333333333333,63.5,50
"1595","Nangal (397)",3,35,203,28860,0.0496928930377,0.000101918947802,75.1456346930222,31.9057314119328,91.1,32.7,32.9333333333333,82.8,54.1
"1596","Dalam (398)",3,35,203,28861,0.0701339792187,0.000139586944208,75.1530703145002,31.9124033131825,90.9,39.4,34.2666666666667,83.1,56.3
"1598","Ror Khaira (401)",3,35,203,28863,0.06325768666,0.000185700925175,75.1543072673976,31.9289508412267,98,39,34.4666666666667,81.4,48
"1600","Mir Kachana (402)",3,35,203,28865,0.0413873594304,7.903702664e-05,75.1627725546654,31.9353626597451,92,32,38.6666666666667,88,82
"1601","Fazlabad (403)",3,35,203,28866,0.0733702521819,0.000207935205469,75.1489815922502,31.942252257928,99.4,41.7,35.8333333333333,89.5,54.3
"1602","Fatehgarh Churian (M Cl)",3,35,203,800148,0.173215683837,0.000621092931508,74.9601055144118,31.8695678686606,97.6428571428571,67.4785714285714,39.9452380952381,84.2785714285714,59.7571428571429
"1603","Batala (M Cl + OG)",3,35,203,800149,0.150327446748,0.000661691344248,75.1918550145596,31.7970096235331,98.6416666666667,68.9638888888889,40.6185185185185,83.3805555555555,64.15
"1604","Qadian (M Cl + OG)",3,35,203,800150,0.114305242246,0.000444937902509,75.375643417,31.8232213107904,98.7,69.1823529411765,39.3647058823529,86.2882352941176,59.2764705882353
"1605","Sri Hargobindpur (M Cl)",3,35,203,800151,0.155669072235,0.000598094155249,75.4664603270001,31.6968036712896,98.2357142857143,59.4285714285714,38.9666666666667,83.9428571428572,59.2142857142857
"1606","Arli Bhan (412)",3,35,204,28871,0.0285752112937,3.8497210218e-05,75.1152045711208,31.9562618511734,99,19.1,31.3666666666667,83.8,57.8
"1607","Lakmanian (411)",3,35,204,28872,0.0507351323467,0.000149365906208,75.1403368209983,31.9512897596953,99.1,61.7,36.2333333333333,90.5,60.9
"1608","Dulowal (414)",3,35,204,28873,0.0382074292922,6.15449767282e-05,75.1315900695118,31.9520268588779,98.3,44.1,40.1,95,69.4
"1609","Dargawal (410)",3,35,204,28875,0.0903297849098,0.000233204270296,75.1293253255,31.9435942893061,96.9,61.2,29.6333333333333,82.8,61.9
"1610","Bhagwanpur (409)",3,35,204,28876,0.079827446094,0.000232407060338,75.1160623221306,31.9415856063068,96.7,29.1,31,80.9,46.6
"1611","Dhesian (404) ",3,35,204,28877,0.0509092512713,0.000140951707552,75.1356880392836,31.9356853534126,99.4,53.3,32.3333333333333,73.6,58.9
"1612","Kohali (405)",3,35,204,28878,0.0471473574416,0.000105999414749,75.1362005160001,31.9265041029511,100,61.9,33.3333333333333,87.3,61.9
"1613","Raichak (406)",3,35,204,28879,0.0952649697922,0.00030558623976,75.1242829674716,31.9250304089481,95.3,16.8,30.5333333333333,84.8,60.8
"1614","Chainewal (407)",3,35,204,28880,0.050353904537,0.000127233562478,75.1214255646675,31.9160197086954,94.7,52.6,31,81.9,37.3
"1615","Maman (408)",3,35,204,28881,0.0736281176701,0.000229388002189,75.1042127755001,31.9193612406679,97.4,1.5,33.8333333333333,80.5,64.9
"1616","Shah Shamas (384)",3,35,204,28882,0.0936919853922,0.000185712912584,75.0872098826869,31.920379337794,99.2,30.7,32.8333333333333,87.4,62.2
"1617","Basant Kot (385)",3,35,204,28883,0.0689620162434,0.00017625383203,75.0769582030868,31.9121066204816,98.4,16,32.6,79.1,57.2
"1618","Dhianpur (383)",3,35,204,28884,0.0782081832781,0.000203877472517,75.0710684934221,31.9234499658145,96.8,42.4,35.1,79.9,45.2
"1619","Khaira Sultan (382)",3,35,204,28885,0.0730410907814,0.000129333376947,75.0729299098988,31.9327956678336,98.2,41.2,31.8666666666667,80.9,50.4
"1620","Kotli Surat Malhi (415)",3,35,204,28886,0.138504455015,0.000664332236574,75.0992449044947,31.9413452057724,97.7,32.3,34.1,78.8,61.9
"1621","Athwal (427)",3,35,204,28887,0.0941440842514,0.000289262481007,75.1171578036432,31.9656306387039,98.1,18.5,40.9333333333333,93.2,67
"1622","Fattupur (428)",3,35,204,28888,0.105526226326,0.000257897838522,75.1187860285001,31.9782958755126,93.2,35.8,26.9666666666667,71,55
"1623","Rahimabad (432)",3,35,204,28889,0.132084177536,0.000711775905083,75.1169225414837,32.003592241714,96.7,32,34.8666666666667,87.3,55.4
"1624","Shakri (454)",3,35,204,28890,0.070000745917,0.000203798880816,75.0989848731217,32.0103736559657,98.2,14.3,32.7333333333333,94.7,71.4
"1625","Doburji (431)",3,35,204,28891,0.0587876500786,0.000138811231096,75.1019466748611,31.9928858571824,91.7,0,32.8666666666667,80.6,37.5
"1626","Nabi Nagar (430)",3,35,204,28892,0.0759597710613,0.000198525622835,75.0890912200001,31.9925208394848,84.6,25.3,28.5666666666667,87.9,62.6
"1627","Gowara (429)",3,35,204,28893,0.122841924998,0.000290638329161,75.1029463117502,31.9822018482896,98.7,56.4,30.3333333333333,91.1,59.8
"1628","Jiwan Nangal (424)",3,35,204,28894,0.070855354286,0.000121814083471,75.0748403830001,31.9720805355707,96.2,42.5,34.3,94.8,50.7
"1629","Ransinke Tilla (425)",3,35,204,28895,0.058082099548,0.000134290101766,75.0828102938826,31.9780007026734,95.3,35.6,32.4333333333333,87.9,57.8
"1630","Dehar (426)",3,35,204,28896,0.0997060145499,0.000259965519966,75.1024500940001,31.9680631042957,95.3,30.9,29.1,79.3,40.3
"1631","Ali Nangal (423)",3,35,204,28897,0.0569909480519,0.000104642817168,75.0753676871431,31.9633806289886,98.3,39.3,39.6,90.6,59
"1632","Khawaja Wardag (422)",3,35,204,28898,0.075805525506,0.000310393318623,75.0829155385812,31.957635416297,98.3,25.2,34.4333333333333,91.2,59.3
